evidence_rule_id,rule_id,evidence_type,evidence_name,description,related_system_code,related_cad_task_type,source_page,source_excerpt,requires_human_review
EV-221,IB2024-I04-003,schedule,I/O 點數表,用於佐證 4.2.3 照明與插座智慧化節能 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;SENSOR,system_diagram;io_point_schedule;device_schedule,"42-43,143-144",照明及插座採智慧化控制,true
EV-222,IB2024-I04-003,schedule,數量表,用於佐證 4.2.3 照明與插座智慧化節能 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;SENSOR,system_diagram;io_point_schedule;device_schedule,"42-43,143-144",照明及插座採智慧化控制,true
EV-223,IB2024-I04-003,report,驗證報告,用於佐證 4.2.3 照明與插座智慧化節能 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;SENSOR,system_diagram;io_point_schedule;device_schedule,"42-43,143-144",照明及插座採智慧化控制,true
EV-224,IB2024-I04-004,drawing,動力設施節能系統圖說,用於佐證 4.2.4 動力設施智慧化節能 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;PARKING;SENSOR,system_diagram;io_point_schedule;device_schedule,"43-44,144-145",偵知單元及連動控制可達節能效益,true
EV-225,IB2024-I04-004,drawing,控制圖說,用於佐證 4.2.4 動力設施智慧化節能 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;PARKING;SENSOR,system_diagram;io_point_schedule;device_schedule,"43-44,144-145",偵知單元及連動控制可達節能效益,true
EV-226,IB2024-I04-004,schedule,I/O 點數表,用於佐證 4.2.4 動力設施智慧化節能 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;PARKING;SENSOR,system_diagram;io_point_schedule;device_schedule,"43-44,144-145",偵知單元及連動控制可達節能效益,true
EV-227,IB2024-I04-004,schedule,數量表,用於佐證 4.2.4 動力設施智慧化節能 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;PARKING;SENSOR,system_diagram;io_point_schedule;device_schedule,"43-44,144-145",偵知單元及連動控制可達節能效益,true
EV-228,IB2024-I04-004,report,驗證報告,用於佐證 4.2.4 動力設施智慧化節能 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;PARKING;SENSOR,system_diagram;io_point_schedule;device_schedule,"43-44,144-145",偵知單元及連動控制可達節能效益,true
EV-229,IB2024-I04-005,drawing,給水昇位圖,用於佐證 4.2.5 水資源資訊揭露 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR,riser;layout;io_point_schedule,"44,145",智慧水表；用水量資訊即時視覺化,true
EV-230,IB2024-I04-005,other,水表設置說明,用於佐證 4.2.5 水資源資訊揭露 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR,riser;layout;io_point_schedule,"44,145",智慧水表；用水量資訊即時視覺化,true
EV-231,IB2024-I04-005,drawing,水表平面圖,用於佐證 4.2.5 水資源資訊揭露 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR,riser;layout;io_point_schedule,"44,145",智慧水表；用水量資訊即時視覺化,true
EV-232,IB2024-I04-005,schedule,I/O 點數表,用於佐證 4.2.5 水資源資訊揭露 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR,riser;layout;io_point_schedule,"44,145",智慧水表；用水量資訊即時視覺化,true
EV-233,IB2024-I04-005,photo,佐證照片,用於佐證 4.2.5 水資源資訊揭露 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR,riser;layout;io_point_schedule,"44,145",智慧水表；用水量資訊即時視覺化,true
EV-234,IB2024-I04-006,drawing,水平衡圖,用於佐證 4.2.6 水資源流向監測與管理 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR,riser;system_diagram;io_point_schedule,"44-45,146",水平衡圖；用水流向資訊,true
EV-235,IB2024-I04-006,drawing,給水昇位圖,用於佐證 4.2.6 水資源流向監測與管理 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR,riser;system_diagram;io_point_schedule,"44-45,146",水平衡圖；用水流向資訊,true
EV-236,IB2024-I04-006,drawing,排水昇位圖,用於佐證 4.2.6 水資源流向監測與管理 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR,riser;system_diagram;io_point_schedule,"44-45,146",水平衡圖；用水流向資訊,true
EV-237,IB2024-I04-006,drawing,雨水回收系統圖,用於佐證 4.2.6 水資源流向監測與管理 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR,riser;system_diagram;io_point_schedule,"44-45,146",水平衡圖；用水流向資訊,true
EV-238,IB2024-I04-006,schedule,I/O 點數表,用於佐證 4.2.6 水資源流向監測與管理 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR,riser;system_diagram;io_point_schedule,"44-45,146",水平衡圖；用水流向資訊,true
EV-239,IB2024-I04-006,operation_document,平台手冊,用於佐證 4.2.6 水資源流向監測與管理 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR,riser;system_diagram;io_point_schedule,"44-45,146",水平衡圖；用水流向資訊,true
EV-240,IB2024-I04-007,other,再生能源設備位置,用於佐證 4.2.7 綠能技術 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule;evidence_doc,"45,147",能源管理系統架構圖、智慧化功能 I/O點數表,true
EV-241,IB2024-I04-007,spec,規格容量說明,用於佐證 4.2.7 綠能技術 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule;evidence_doc,"45,147",能源管理系統架構圖、智慧化功能 I/O點數表,true
EV-242,IB2024-I04-007,other,儲能控制說明,用於佐證 4.2.7 綠能技術 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule;evidence_doc,"45,147",能源管理系統架構圖、智慧化功能 I/O點數表,true
EV-243,IB2024-I04-007,drawing,EMS 架構圖,用於佐證 4.2.7 綠能技術 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule;evidence_doc,"45,147",能源管理系統架構圖、智慧化功能 I/O點數表,true
EV-244,IB2024-I04-007,schedule,I/O 點數表,用於佐證 4.2.7 綠能技術 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule;evidence_doc,"45,147",能源管理系統架構圖、智慧化功能 I/O點數表,true
EV-245,IB2024-I04-008,drawing,電力單線圖,用於佐證 4.3.1 能源視覺化監視 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule;evidence_doc,"45-46,147-148",建築總用電、空調、照明、動力用電及總用水量即時視覺化,true
EV-246,IB2024-I04-008,drawing,給水昇位圖,用於佐證 4.3.1 能源視覺化監視 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule;evidence_doc,"45-46,147-148",建築總用電、空調、照明、動力用電及總用水量即時視覺化,true
EV-247,IB2024-I04-008,schedule,I/O 點數表,用於佐證 4.3.1 能源視覺化監視 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule;evidence_doc,"45-46,147-148",建築總用電、空調、照明、動力用電及總用水量即時視覺化,true
EV-248,IB2024-I04-008,drawing,平台架構圖,用於佐證 4.3.1 能源視覺化監視 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule;evidence_doc,"45-46,147-148",建築總用電、空調、照明、動力用電及總用水量即時視覺化,true
EV-249,IB2024-I04-008,drawing,圖控畫面,用於佐證 4.3.1 能源視覺化監視 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule;evidence_doc,"45-46,147-148",建築總用電、空調、照明、動力用電及總用水量即時視覺化,true
EV-250,IB2024-I04-009,drawing,EMS 架構圖,用於佐證 4.3.2 空調效能持續監測與紀錄 的需求、設計、竣工、測試或平台畫面。,EMS;BMS;SENSOR,system_diagram;io_point_schedule;evidence_doc,"46,148-149",偵知冰水溫差並記錄運轉偏差率,true
EV-251,IB2024-I04-009,schedule,I/O 點數表,用於佐證 4.3.2 空調效能持續監測與紀錄 的需求、設計、竣工、測試或平台畫面。,EMS;BMS;SENSOR,system_diagram;io_point_schedule;evidence_doc,"46,148-149",偵知冰水溫差並記錄運轉偏差率,true
EV-252,IB2024-I04-009,test_record,空調效能測試計畫,用於佐證 4.3.2 空調效能持續監測與紀錄 的需求、設計、竣工、測試或平台畫面。,EMS;BMS;SENSOR,system_diagram;io_point_schedule;evidence_doc,"46,148-149",偵知冰水溫差並記錄運轉偏差率,true
EV-253,IB2024-I04-009,report,測試報告,用於佐證 4.3.2 空調效能持續監測與紀錄 的需求、設計、竣工、測試或平台畫面。,EMS;BMS;SENSOR,system_diagram;io_point_schedule;evidence_doc,"46,148-149",偵知冰水溫差並記錄運轉偏差率,true
EV-254,IB2024-I04-010,other,卸載控制說明,用於佐證 4.3.3 智慧需量控制 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule;evidence_doc,"46-47,149",即時進行用電設施卸載、再生能源或儲能設施管理,true
EV-255,IB2024-I04-010,test_record,測試計畫,用於佐證 4.3.3 智慧需量控制 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule;evidence_doc,"46-47,149",即時進行用電設施卸載、再生能源或儲能設施管理,true
EV-256,IB2024-I04-010,report,儲能/創能控制測試報告,用於佐證 4.3.3 智慧需量控制 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule;evidence_doc,"46-47,149",即時進行用電設施卸載、再生能源或儲能設施管理,true
EV-257,IB2024-I04-010,report,AI 技術成果報告,用於佐證 4.3.3 智慧需量控制 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule;evidence_doc,"46-47,149",即時進行用電設施卸載、再生能源或儲能設施管理,true
EV-258,IB2024-I04-011,drawing,電力單線圖,用於佐證 4.3.4 用電資訊視覺化顯示 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule,"47-48,150",建築分項用電即時視覺化顯示與紀錄,true
EV-259,IB2024-I04-011,schedule,I/O 點數表,用於佐證 4.3.4 用電資訊視覺化顯示 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule,"47-48,150",建築分項用電即時視覺化顯示與紀錄,true
EV-260,IB2024-I04-011,drawing,平台架構圖,用於佐證 4.3.4 用電資訊視覺化顯示 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule,"47-48,150",建築分項用電即時視覺化顯示與紀錄,true
EV-261,IB2024-I04-011,report,採用率計算說明,用於佐證 4.3.4 用電資訊視覺化顯示 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule,"47-48,150",建築分項用電即時視覺化顯示與紀錄,true
EV-262,IB2024-I04-011,drawing,圖控畫面,用於佐證 4.3.4 用電資訊視覺化顯示 的需求、設計、竣工、測試或平台畫面。,EMS;BMS,system_diagram;io_point_schedule,"47-48,150",建築分項用電即時視覺化顯示與紀錄,true
EV-263,IB2024-I04-012,schedule,I/O 點數表,用於佐證 4.3.5 智慧用電管理 的需求、設計、竣工、測試或平台畫面。,EMS;BMS;SENSOR,system_diagram;io_point_schedule;evidence_doc,"48,150",整合感知參數與連動結果進行用電效能分析預測,true
EV-264,IB2024-I04-012,other,控制系統功能說明,用於佐證 4.3.5 智慧用電管理 的需求、設計、竣工、測試或平台畫面。,EMS;BMS;SENSOR,system_diagram;io_point_schedule;evidence_doc,"48,150",整合感知參數與連動結果進行用電效能分析預測,true
EV-265,IB2024-I04-012,other,節能效益評估,用於佐證 4.3.5 智慧用電管理 的需求、設計、竣工、測試或平台畫面。,EMS;BMS;SENSOR,system_diagram;io_point_schedule;evidence_doc,"48,150",整合感知參數與連動結果進行用電效能分析預測,true
EV-266,IB2024-I04-012,other,模擬計畫,用於佐證 4.3.5 智慧用電管理 的需求、設計、竣工、測試或平台畫面。,EMS;BMS;SENSOR,system_diagram;io_point_schedule;evidence_doc,"48,150",整合感知參數與連動結果進行用電效能分析預測,true
EV-267,IB2024-I04-012,report,效益報告,用於佐證 4.3.5 智慧用電管理 的需求、設計、竣工、測試或平台畫面。,EMS;BMS;SENSOR,system_diagram;io_point_schedule;evidence_doc,"48,150",整合感知參數與連動結果進行用電效能分析預測,true
EV-268,IB2024-I04-013,drawing,電力單線圖,用於佐證 4.3.6 能源流向有效管理 的需求、設計、竣工、測試或平台畫面。,EMS,evidence_doc;system_diagram,"48-49,150-151",能源績效指標；能源分攤機制,true
EV-269,IB2024-I04-013,other,能源分攤機制說明,用於佐證 4.3.6 能源流向有效管理 的需求、設計、竣工、測試或平台畫面。,EMS,evidence_doc;system_diagram,"48-49,150-151",能源績效指標；能源分攤機制,true
EV-270,IB2024-I04-013,other,能源績效指標規劃,用於佐證 4.3.6 能源流向有效管理 的需求、設計、竣工、測試或平台畫面。,EMS,evidence_doc;system_diagram,"48-49,150-151",能源績效指標；能源分攤機制,true
EV-271,IB2024-I04-013,drawing,圖控畫面,用於佐證 4.3.6 能源流向有效管理 的需求、設計、竣工、測試或平台畫面。,EMS,evidence_doc;system_diagram,"48-49,150-151",能源績效指標；能源分攤機制,true
EV-272,IB2024-I04-013,other,教育訓練,用於佐證 4.3.6 能源流向有效管理 的需求、設計、竣工、測試或平台畫面。,EMS,evidence_doc;system_diagram,"48-49,150-151",能源績效指標；能源分攤機制,true
EV-273,IB2024-I05-001,drawing,環境感測設施設置平面圖,用於佐證 5.1.1.1 熱環境及二氧化碳濃度狀態偵知 的需求、設計、竣工、測試或平台畫面。,IAQ;SENSOR;BMS,layout;io_point_schedule,"50,157",溫熱環境感測設施；二氧化碳濃度設施,true
EV-274,IB2024-I05-001,schedule,I/O 點數表,用於佐證 5.1.1.1 熱環境及二氧化碳濃度狀態偵知 的需求、設計、竣工、測試或平台畫面。,IAQ;SENSOR;BMS,layout;io_point_schedule,"50,157",溫熱環境感測設施；二氧化碳濃度設施,true
EV-275,IB2024-I05-001,spec,規範與系統說明,用於佐證 5.1.1.1 熱環境及二氧化碳濃度狀態偵知 的需求、設計、竣工、測試或平台畫面。,IAQ;SENSOR;BMS,layout;io_point_schedule,"50,157",溫熱環境感測設施；二氧化碳濃度設施,true
EV-276,IB2024-I05-001,spec,設備型錄,用於佐證 5.1.1.1 熱環境及二氧化碳濃度狀態偵知 的需求、設計、竣工、測試或平台畫面。,IAQ;SENSOR;BMS,layout;io_point_schedule,"50,157",溫熱環境感測設施；二氧化碳濃度設施,true
EV-277,IB2024-I05-002,drawing,感測設施平面圖,用於佐證 5.1.1.2 空氣品質、光環境、水環境或室外環境狀態偵知 的需求、設計、竣工、測試或平台畫面。,IAQ;SENSOR;BMS,layout;io_point_schedule,"51-52,158-159",PM2.5、TVOC、照度、水質、室外環境,true
EV-278,IB2024-I05-002,schedule,I/O 點數表,用於佐證 5.1.1.2 空氣品質、光環境、水環境或室外環境狀態偵知 的需求、設計、竣工、測試或平台畫面。,IAQ;SENSOR;BMS,layout;io_point_schedule,"51-52,158-159",PM2.5、TVOC、照度、水質、室外環境,true
EV-279,IB2024-I05-002,spec,感測設施規範,用於佐證 5.1.1.2 空氣品質、光環境、水環境或室外環境狀態偵知 的需求、設計、竣工、測試或平台畫面。,IAQ;SENSOR;BMS,layout;io_point_schedule,"51-52,158-159",PM2.5、TVOC、照度、水質、室外環境,true
EV-280,IB2024-I05-002,photo,系統畫面照片,用於佐證 5.1.1.2 空氣品質、光環境、水環境或室外環境狀態偵知 的需求、設計、竣工、測試或平台畫面。,IAQ;SENSOR;BMS,layout;io_point_schedule,"51-52,158-159",PM2.5、TVOC、照度、水質、室外環境,true
EV-281,IB2024-I05-003,other,環境感測資訊紀錄、查詢、分析及主動異常提醒方式說明,用於佐證 5.1.2.1 溫熱環境資訊顯示 的需求、設計、竣工、測試或平台畫面。,IAQ;BMS;AV,system_diagram;evidence_doc,"52,159",顯示溫熱環境偵測資訊,true
EV-282,IB2024-I05-003,photo,系統畫面,用於佐證 5.1.2.1 溫熱環境資訊顯示 的需求、設計、竣工、測試或平台畫面。,IAQ;BMS;AV,system_diagram;evidence_doc,"52,159",顯示溫熱環境偵測資訊,true
EV-283,IB2024-I05-004,other,資訊紀錄查詢分析說明,用於佐證 5.1.2.2 空氣品質環境資訊顯示 的需求、設計、竣工、測試或平台畫面。,IAQ;BMS;AV,system_diagram;evidence_doc,"52-53,159-160",顯示空氣品質環境偵測資訊,true
EV-284,IB2024-I05-004,photo,系統畫面照片,用於佐證 5.1.2.2 空氣品質環境資訊顯示 的需求、設計、竣工、測試或平台畫面。,IAQ;BMS;AV,system_diagram;evidence_doc,"52-53,159-160",顯示空氣品質環境偵測資訊,true
EV-285,IB2024-I05-005,other,資訊紀錄查詢分析說明,用於佐證 5.1.2.3 光環境資訊顯示 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS;AV,system_diagram;evidence_doc,"53,160",顯示光環境偵測資訊,true
EV-286,IB2024-I05-005,photo,系統畫面照片,用於佐證 5.1.2.3 光環境資訊顯示 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS;AV,system_diagram;evidence_doc,"53,160",顯示光環境偵測資訊,true
EV-287,IB2024-I05-006,other,資訊紀錄查詢分析說明,用於佐證 5.1.2.4 水環境資訊顯示 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,system_diagram;evidence_doc,"53-54,160",水箱水質偵測；納入智慧建築管理平台,true
EV-288,IB2024-I05-006,photo,系統畫面照片,用於佐證 5.1.2.4 水環境資訊顯示 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,system_diagram;evidence_doc,"53-54,160",水箱水質偵測；納入智慧建築管理平台,true
EV-289,IB2024-I05-007,drawing,智慧化主動連動圖,用於佐證 5.1.3.1 溫熱或空氣品質控制設施連動控制 的需求、設計、竣工、測試或平台畫面。,IAQ;SENSOR;BMS,system_diagram;layout;io_point_schedule,"54,161",依據環境感測結果，連動溫熱環境控制設施,true
EV-290,IB2024-I05-007,spec,連動設施設備規範,用於佐證 5.1.3.1 溫熱或空氣品質控制設施連動控制 的需求、設計、竣工、測試或平台畫面。,IAQ;SENSOR;BMS,system_diagram;layout;io_point_schedule,"54,161",依據環境感測結果，連動溫熱環境控制設施,true
EV-291,IB2024-I05-007,drawing,設置平面圖,用於佐證 5.1.3.1 溫熱或空氣品質控制設施連動控制 的需求、設計、竣工、測試或平台畫面。,IAQ;SENSOR;BMS,system_diagram;layout;io_point_schedule,"54,161",依據環境感測結果，連動溫熱環境控制設施,true
EV-292,IB2024-I05-007,test_record,現場測試照片或影片,用於佐證 5.1.3.1 溫熱或空氣品質控制設施連動控制 的需求、設計、竣工、測試或平台畫面。,IAQ;SENSOR;BMS,system_diagram;layout;io_point_schedule,"54,161",依據環境感測結果，連動溫熱環境控制設施,true
EV-293,IB2024-I05-008,drawing,智慧化主動連動圖,用於佐證 5.1.3.2 光環境控制設施連動控制 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,system_diagram;layout,"54,161",連動光環境控制設施,true
EV-294,IB2024-I05-008,spec,設備規範,用於佐證 5.1.3.2 光環境控制設施連動控制 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,system_diagram;layout,"54,161",連動光環境控制設施,true
EV-295,IB2024-I05-008,drawing,設置平面圖,用於佐證 5.1.3.2 光環境控制設施連動控制 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,system_diagram;layout,"54,161",連動光環境控制設施,true
EV-296,IB2024-I05-008,test_record,現場測試照片或影片,用於佐證 5.1.3.2 光環境控制設施連動控制 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,system_diagram;layout,"54,161",連動光環境控制設施,true
EV-297,IB2024-I05-009,drawing,設施設置位置平面圖,用於佐證 5.2.1.3 降低病毒入侵風險設施 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS;ACS,layout;system_diagram,"56,163",體溫偵測、口罩配戴辨識、滅菌通道或換氣,true
EV-298,IB2024-I05-009,spec,規範與系統說明,用於佐證 5.2.1.3 降低病毒入侵風險設施 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS;ACS,layout;system_diagram,"56,163",體溫偵測、口罩配戴辨識、滅菌通道或換氣,true
EV-299,IB2024-I05-009,spec,設備型錄,用於佐證 5.2.1.3 降低病毒入侵風險設施 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS;ACS,layout;system_diagram,"56,163",體溫偵測、口罩配戴辨識、滅菌通道或換氣,true
EV-300,IB2024-I05-009,photo,現場建置照片,用於佐證 5.2.1.3 降低病毒入侵風險設施 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS;ACS,layout;system_diagram,"56,163",體溫偵測、口罩配戴辨識、滅菌通道或換氣,true
EV-301,IB2024-I05-010,drawing,非接觸性設施設置平面圖,用於佐證 5.2.1.4 非接觸性設備 的需求、設計、竣工、測試或平台畫面。,SENSOR;ACS;BMS,layout;system_diagram,"56,164",聲控設備、掃描辨識服務,true
EV-302,IB2024-I05-010,spec,規範與系統說明,用於佐證 5.2.1.4 非接觸性設備 的需求、設計、竣工、測試或平台畫面。,SENSOR;ACS;BMS,layout;system_diagram,"56,164",聲控設備、掃描辨識服務,true
EV-303,IB2024-I05-010,spec,設備型錄,用於佐證 5.2.1.4 非接觸性設備 的需求、設計、竣工、測試或平台畫面。,SENSOR;ACS;BMS,layout;system_diagram,"56,164",聲控設備、掃描辨識服務,true
EV-304,IB2024-I05-010,photo,照片,用於佐證 5.2.1.4 非接觸性設備 的需求、設計、竣工、測試或平台畫面。,SENSOR;ACS;BMS,layout;system_diagram,"56,164",聲控設備、掃描辨識服務,true
EV-305,IB2024-I05-011,drawing,智慧化措施設置平面圖,用於佐證 5.2.1.5 自我保護智慧化措施 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;system_diagram,"57,164",水流感測器、共用物品主動消毒、使用者密度管制,true
EV-306,IB2024-I05-011,other,系統說明,用於佐證 5.2.1.5 自我保護智慧化措施 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;system_diagram,"57,164",水流感測器、共用物品主動消毒、使用者密度管制,true
EV-307,IB2024-I05-011,spec,設備型錄,用於佐證 5.2.1.5 自我保護智慧化措施 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;system_diagram,"57,164",水流感測器、共用物品主動消毒、使用者密度管制,true
EV-308,IB2024-I05-011,photo,照片,用於佐證 5.2.1.5 自我保護智慧化措施 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;system_diagram,"57,164",水流感測器、共用物品主動消毒、使用者密度管制,true
EV-309,IB2024-I05-012,drawing,照護服務設施設備或平台架構圖,用於佐證 5.2.2.1 照護服務設施設備或系統平台 的需求、設計、竣工、測試或平台畫面。,BMS,system_diagram;evidence_doc,"58,165",照護服務設施設備或系統平台,true
EV-310,IB2024-I05-012,photo,現況照片,用於佐證 5.2.2.1 照護服務設施設備或系統平台 的需求、設計、竣工、測試或平台畫面。,BMS,system_diagram;evidence_doc,"58,165",照護服務設施設備或系統平台,true
EV-311,IB2024-I05-013,drawing,遠距照護服務系統設備及架構圖,用於佐證 5.2.2.2 遠距照護服務系統 的需求、設計、竣工、測試或平台畫面。,BMS;TEL,system_diagram;evidence_doc,"58,165",遠距照護服務系統,true
EV-312,IB2024-I05-013,photo,設置現況照片,用於佐證 5.2.2.2 遠距照護服務系統 的需求、設計、竣工、測試或平台畫面。,BMS;TEL,system_diagram;evidence_doc,"58,165",遠距照護服務系統,true
EV-313,IB2024-I05-014,other,便利生活服務架構及功能說明,用於佐證 5.3.1.1 便利生活整合性應用服務 的需求、設計、竣工、測試或平台畫面。,BMS;AV,system_diagram;evidence_doc,"59,166",整合性應用服務平台或 APP,true
EV-314,IB2024-I05-014,photo,現場建置照片,用於佐證 5.3.1.1 便利生活整合性應用服務 的需求、設計、竣工、測試或平台畫面。,BMS;AV,system_diagram;evidence_doc,"59,166",整合性應用服務平台或 APP,true
EV-315,IB2024-I05-015,other,服務架構及功能說明,用於佐證 5.3.1.2 個人化提醒服務 的需求、設計、竣工、測試或平台畫面。,BMS;PARKING,system_diagram;evidence_doc,"59-60,166",個別繳費提醒、郵件提取、用藥、停車充電提醒,true
EV-316,IB2024-I05-015,photo,現場建置照片,用於佐證 5.3.1.2 個人化提醒服務 的需求、設計、竣工、測試或平台畫面。,BMS;PARKING,system_diagram;evidence_doc,"59-60,166",個別繳費提醒、郵件提取、用藥、停車充電提醒,true
EV-317,IB2024-I05-016,other,主動調適服務架構,用於佐證 5.3.2.2 個別化主動調適服務 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR,system_diagram;io_point_schedule,"60,167",溫度、照度等個別化主動調適機制,true
EV-318,IB2024-I05-016,other,功能說明,用於佐證 5.3.2.2 個別化主動調適服務 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR,system_diagram;io_point_schedule,"60,167",溫度、照度等個別化主動調適機制,true
EV-319,IB2024-I05-016,photo,現場建置照片,用於佐證 5.3.2.2 個別化主動調適服務 的需求、設計、竣工、測試或平台畫面。,BMS;SENSOR,system_diagram;io_point_schedule,"60,167",溫度、照度等個別化主動調適機制,true
EV-320,IB2024-I06-001,other,創新加值服務設計說明,用於佐證 6.1.1 智慧創新設計手法、設備或系統 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;SENSOR;LAN,system_diagram;evidence_doc,"61,173",安全、健康、便利、效率及維護等具有效益,true
EV-321,IB2024-I06-001,drawing,裝置圖說,用於佐證 6.1.1 智慧創新設計手法、設備或系統 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;SENSOR;LAN,system_diagram;evidence_doc,"61,173",安全、健康、便利、效率及維護等具有效益,true
EV-322,IB2024-I06-001,other,系統及情境控制說明,用於佐證 6.1.1 智慧創新設計手法、設備或系統 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;SENSOR;LAN,system_diagram;evidence_doc,"61,173",安全、健康、便利、效率及維護等具有效益,true
EV-323,IB2024-I06-001,spec,規格表,用於佐證 6.1.1 智慧創新設計手法、設備或系統 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;SENSOR;LAN,system_diagram;evidence_doc,"61,173",安全、健康、便利、效率及維護等具有效益,true
EV-324,IB2024-I06-001,operation_document,操作手冊,用於佐證 6.1.1 智慧創新設計手法、設備或系統 的需求、設計、竣工、測試或平台畫面。,BMS;EMS;SENSOR;LAN,system_diagram;evidence_doc,"61,173",安全、健康、便利、效率及維護等具有效益,true
EV-325,IB2024-I06-002,spec,智慧建材名稱規格功能說明,用於佐證 6.3.1 採用智慧建材 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;evidence_doc,"63,176",具有感知、處理、致動、辨識、自預警或自修復,true
EV-326,IB2024-I06-002,other,平立剖標示,用於佐證 6.3.1 採用智慧建材 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;evidence_doc,"63,176",具有感知、處理、致動、辨識、自預警或自修復,true
EV-327,IB2024-I06-002,photo,施工及竣工照片,用於佐證 6.3.1 採用智慧建材 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;evidence_doc,"63,176",具有感知、處理、致動、辨識、自預警或自修復,true
EV-328,IB2024-I06-002,other,第三方認證,用於佐證 6.3.1 採用智慧建材 的需求、設計、竣工、測試或平台畫面。,SENSOR;BMS,layout;evidence_doc,"63,176",具有感知、處理、致動、辨識、自預警或自修復,true
EV-329,IB2024-I06-003,spec,招標文件或規範說明,用於佐證 6.4.1 採用資料格式標準 的需求、設計、竣工、測試或平台畫面。,BMS;LAN,evidence_doc,"64,177",TAICS TS-0054 v1.0,true
EV-330,IB2024-I06-003,report,標準資料格式驗測報告,用於佐證 6.4.1 採用資料格式標準 的需求、設計、竣工、測試或平台畫面。,BMS;LAN,evidence_doc,"64,177",TAICS TS-0054 v1.0,true
